Current_Word,Next_Word,Levenshtein_distance
Center,California,8
California,Linux-based,11
Linux-based,October,9
October,Japanese,7
Japanese,Earth,7
Earth,Simulator,8
Simulator,June,8
June,Since,3
Since,Cray-1,6
Cray-1,Los,6
Los,Alamos,4
Alamos,National,7
National,Laboratory,8
Laboratory,US,10
US,Cray-1,6
Cray-1,Blue,6
Blue,Gene/L,5
Gene/L,Started,7
Started,Top,7
Top,International,12
International,Supercomputer,11
Supercomputer,Conference,11
Conference,Pittsburgh,10
Games,Blu-ray,7
Blu-ray,DVD,7
DVD,DVD,0
DVD,Blu-ray,7
Blu-ray,Blu-ray,0
Blu-ray,Sony,6
Sony,Toshiba,6
Toshiba,NEC-backed,9
NEC-backed,HD-DVD,9
HD-DVD,Blu-Ray,6
Blu-Ray,Association,10
Association,Thursday,10
Thursday,Electronic,9
Electronic,Arts,9
Arts,Vivendi,7
Vivendi,DVD,7
DVD,DVDs,1
DVDs,Hollywood,9
Hollywood,Consumer,8
Consumer,Electronics,11
Electronics,Show,10
Show,Las,4
Las,Vegas,3
Vegas,Toshiba,7
Toshiba,DVD,7
DVD,Richard,7
Richard,Doherty,6
Doherty,Panasonics,10
Panasonics,Hollywood,10
Hollywood,Laboratories,11
Laboratories,Blu-ray,10
Blu-ray,BBC,6
BBC,DVD,3
DVD,Blu-ray,7
Blu-ray,Toshibas,7
Toshibas,HD-DVD,8
HD-DVD,Mr,6
Mr,Doherty,6
Doherty,DVDs,6
DVDs,Toshiba,7
Toshiba,Blu-ray,7
Blu-ray,DVD,7
DVD,Betamax,7
Betamax,VHS,7
VHS,DVD,3
DVD,DVDs,1
DVDs,DVDs,0
DVDs,Vivendi,7
Vivendi,Electronics,10
Electronics,Arts,9
Arts,Blu-ray,6
Blu-ray,Gaming,7
Gaming,Michael,7
Michael,Heilmann,6
Heilmann,Vivendi,7
Vivendi,Universal,6
Universal,EA,9
EA,Blu-ray,7
Blu-ray,Sony,6
Sony,PlayStations,9
PlayStations,Mr,12
Mr,Doherty,6
Doherty,PCs,7
PCs,Fitting,7
Fitting,DVD,7
DVD,Mr,3
Mr,Doherty,6
Doherty,Currently,6
Currently,PC,9
PC,High-definition,15
High-definition,DVDs,15
DVDs,Likewise,7
Likewise,DVDs,7
DVDs,Blu-ray,7
Blu-ray,Hollywood,8
Hollywood,MGM,9
MGM,Studios,7
Studios,Disney,7
Disney,Buena,5
Buena,Vista,4
Vista,Dell,5
Dell,LG,4
LG,Samsung,7
Samsung,Phillips,8
Phillips,Toshibas,7
Toshibas,HD-DVD,8
HD-DVD,Paramount,9
Paramount,Universal,9
Universal,Warner,7
Warner,Bros,5
Bros,HD-DVD,6
HD-DVD,Jim,6
Jim,Cardwell,8
Cardwell,Warner,5
Warner,Home,5
Home,Video,4
Video,Mr,5
Mr,Cardwell,7
Cardwell,HD-DVD,8
HD-DVD,Microsoft,9
Microsoft,Xbox,8
Xbox,Next,4
Next,DVDs,4
DVDs,CES,4
CES,January,7
Metal,Slug,5
Slug,Like,4
Like,Metal,5
Metal,Slug,5
Slug,Halo,4
Halo,Simply,5
Simply,Players,7
Players,Fans,5
Fans,Tanks,2
Tanks,Iraq,5
Iraq,Doling,6
Doling,Metal,6
Metal,Slug,5
Slug,Metal,5
Metal,Slug,5
Slug,Xbox,4
Xbox,Bill,4
Bill,Gates,5
Back,Yahoo,4
Yahoo,Amazon,4
Amazon,Google,6
Google,But,6
But,Dr,3
Dr,Jakob,5
Jakob,Nielsen,7
Nielsen,Dr,7
Dr,Nielsen,7
Nielsen,Dr,7
Dr,Nielsen,7
Nielsen,BBC,7
BBC,News,4
News,Dr,4
Dr,Nielsen,7
Nielsen,Dr,7
Dr,Nielsen,7
Nielsen,Google,6
Google,Amazon,6
Amazon,Yahoo,4
Yahoo,Dr,5
Dr,Nielsen,7
Nielsen,Dr,7
Dr,Nielsen,7
Nielsen,But,7
But,Currently,7
Currently,Often,7
Often,Tools,5
Tools,Research,8
Research,Dr,7
Dr,Nielsen,7
Nielsen,Dr,7
Dr,Nielsen,7
Nielsen,Jakob,7
Jakob,Nielsen,7
Nielsen,BBC,7
BBC,World,5
World,Service,6
Service,Go,7
Go,Digital,7
Half-Life,Could,9
Could,Half-Life,9
Half-Life,Fortunately,10
Fortunately,No-one,8
No-one,Gordon,4
Gordon,Freeman,6
Freeman,Half-Life,9
Half-Life,City,8
City,Eastern,6
Eastern,European,5
European,Sinister,8
Sinister,Finding,6
Finding,HL2,7
HL2,Underplaying,12
Underplaying,Exposition,11
Exposition,Whereas,10
Whereas,Doom,7
Doom,III,4
III,Half-Lifes,10
Half-Lifes,Considering,11
Considering,PCs,10
PCs,Alienware,9
Alienware,Athlon,8
Athlon,ATIs,5
ATIs,Radeon,6
Radeon,X800,6
X800,Luckily,7
Luckily,Freeman,7
Freeman,Virtually,8
Virtually,Half-Life,9
Half-Life,Running,8
Running,Human,5
Human,HL2,4
HL2,Doom,4
Doom,III,4
III,Firstly,7
Firstly,Far,5
Far,Cry,3
Cry,Installing,10
Installing,Developer,9
Developer,Valve,7
Valve,Valve,0
Valve,Half-Life,6
Half-Life,Half-Life,0
Half-Life,PC,9
Players,UK,7
UK,Four-Kings,9
Four-Kings,Pop,9
Pop,Idol,3
Idol,Four-Kings,10
Four-Kings,Painkiller,10
Painkiller,Top,10
Top,Four-Kings,9
Four-Kings,UK,9
UK,November,8
November,Four-Kings,9
Four-Kings,Joltcouk,9
Joltcouk,Painkiller,10
Painkiller,Philip,7
Philip,Wride,5
Wride,Four-Kings,8
Four-Kings,November,9
November,Painkiller,8
Painkiller,Four-Kings,10
Four-Kings,Painkiller,10
Painkiller,London,9
London,December,8
December,Bloodline,9
Bloodline,Tournament,9
Tournament,Simon,8
Simon,Bysshe,6
Bysshe,Said,6
Said,Mr,4
Mr,Bysshe:,7
Bysshe:,Painkiller,9
Painkiller,UKs,10
UKs,Cyberathlete,12
Cyberathlete,Professional,12
Professional,League,11
League,Painkiller,9
Painkiller,CPL,10
CPL,World,5
World,Tour,4
Tour,Travel,5
Travel,Four-Kings,9
Four-Kings,UK,9
UK,Grand,5
Grand,Final,5
Final,December,8
December,Mr,7
Mr,Wride,4
Wride,Istanbul,8
Istanbul,Turkey,8
Turkey,February,6
February,CPL,8
CPL,Painkiller,10
Painkiller,Counter-Strike,12
Counter-Strike,Painkiller,12
Painkiller,Doom,10
Smartphones,Skulls,9
Skulls,Owners,5
Owners,Nokia,6
Nokia,Skulls,6
Skulls,Symbian,6
Symbian,Skulls,6
Skulls,Soon,5
Soon,Skulls,5
Skulls,Symbian,6
Symbian,Symbian,0
Symbian,Skulls,6
Skulls,Despite,7
Despite,Finnish,6
Finnish,F-Secure,7
F-Secure,Skulls,7
Skulls,Tee-222,7
Tee-222,Symbian,7
Symbian,Sony,6
Sony,Ericsson,7
Ericsson,Motorola,8
Motorola,BenQ,8
BenQ,Arima,5
Arima,Fujitsu,6
Fujitsu,Skulls,6
Consumers,Consumers,0
Consumers,Produced,7
Produced,Jupiter,7
Jupiter,Research,8
Research,Europeans,8
Europeans,Europes,2
Europes,Barely,6
Barely,Europe,5
Europe,Ian,6
Ian,Fogg,4
Fogg,Jupiter,7
Jupiter,Mr,6
Mr,Fogg,4
Fogg,French,5
French,British,5
British,Mr,6
Mr,Fogg,4
Fogg,Jupiter,7
Jupiter,European,6
European,Digital,7
Digital,Jupiter,5
Jupiter,Apples,5
Apples,October,6
October,Creative,7
Creative,Nomad,7
Nomad,Jukebox,7
Jukebox,CD,7
Virus,Christmas,7
Christmas,Security,8
Security,Windows,8
Windows,Christmas,7
Christmas,ZafiD,8
ZafiD,Christmas,8
Christmas,Anti-virus,8
Anti-virus,Anti-virus,0
Anti-virus,Sophos,9
Sophos,Zafi,6
Zafi,Like,4
Like,Windows,6
Windows,Zafi-D,7
Zafi-D,Microsoft,9
Microsoft,Outlook,7
Outlook,Christmas,9
Christmas,Christmas,0
Christmas,Holidays,7
Holidays,PC,8
PC,South,5
South,America,7
America,Italy,7
Italy,Spain,4
Spain,Bulgaria,6
Bulgaria,Hungary,4
Hungary,Zafi,6
Zafi,April,4
April,Christmases,9
Christmases,Mikko,10
Mikko,Hypponen,7
Hypponen,F-Secures,8
Security,Microsoft,8
Microsoft,Internet,8
Internet,Explorer,7
Explorer,Microsofts,9
Microsofts,Microsoft,1
Microsoft,Test,7
Test,IE,4
IE,Internet,7
Internet,Explorer,7
Explorer,Bill,7
Bill,Gates,5
Gates,Microsoft,8
Microsoft,RSA,9
RSA,Security,8
Security,San,7
San,Francisco,7
Francisco,Although,9
Although,Mr,8
Mr,Gates,5
Gates,IE7,5
IE7,IE,1
IE,Microsoft,9
Microsoft,Earlier,8
Earlier,IE,7
IE,Microsoft,9
Microsoft,One,9
One,Microsoft,9
Microsoft,Internet,8
Internet,Explorer,7
Explorer,U-turn,7
U-turn,Microsoft,9
Microsoft,Typically,9
Typically,Windows,8
Windows,IE,7
IE,Windows,7
Windows,Longhorn,6
Longhorn,Internet,7
Internet,Explorer,7
Explorer,Firefox,8
Firefox,Opera,6
Opera,Google,6
Google,Firefox,7
Firefox,Firefox,0
Firefox,November,7
November,Estimates,7
Estimates,Firefox,8
Firefox,According,8
According,Websidestory,11
Websidestory,Firefoxs,9
Firefoxs,However,7
However,Firefox,6
Firefox,Internet,7
Internet,Explorer,7
UK,UK,0
UK,Safe,4
Safe,Alerts,6
Alerts,Home,6
Home,Office,5
Office,Minister,6
Minister,Hazel,7
Hazel,Blears,6
Blears,Full-time,8
Full-time,Safe,8
Safe,Roger,4
Roger,Cumming,7
Cumming,National,7
National,Infrastructure,12
Infrastructure,Security,12
Security,Coordination,10
Coordination,Centre,9
Centre,NISCC,6
NISCC,Warnings,8
Warnings,Alerts,7
Alerts,However,6
However,NISCC,7
NISCC,Government,10
Government,UK,10
UK,September,9
September,September,0
September,Netherlands,9
Netherlands,US,11
US,National,8
National,Alerting,7
Alerting,Service,5
Service,Netherlands,9
Netherlands,De,10
De,Waarschuwingsdienst,18
Waarschuwingsdienst,US,19
US,National,8
National,Cyber,8
Cyber,Alerting,7
Alerting,Service,5
Media,Pocket-sized,10
Pocket-sized,Last,11
Last,Windows-based,11
Windows-based,Creative,12
Creative,Zen,7
Zen,Samsung,6
Samsung,Yepp,7
Yepp,PMC-100,7
PMC-100,Archos,7
Archos,AV400,5
AV400,Archos,5
Archos,Linux-based,10
Linux-based,Consumer,9
Consumer,Electronics,11
Electronics,Show,10
Show,Las,4
Las,Vegas,3
Vegas,Friday,5
Friday,Dubbed,6
Dubbed,Pocket,5
Pocket,Media,6
Media,Assistant,7
Assistant,PMA430,9
PMA430,Henri,6
Henri,Crohas,6
Crohas,Archos,3
Archos,Archos,0
Archos,Unlike,6
Unlike,Windows-based,11
Windows-based,Archos,11
Archos,AV400,5
AV400,TVs,4
TVs,Recording,9
Recording,Archos,8
Archos,Linux,6
Linux,Microsoft,8
Microsoft,CES,9
CES,US,2
US,TiVo,4
TiVo,Bill,3
Bill,Gates,5
Gates,CES,5
CES,TiVo,4
TiVo,Go,3
Go,US,2
US,TiVos,5
TiVos,Windows-based,10
Windows-based,MTV,13
MTV,Comedy,6
Comedy,Central,6
Central,VH1,7
VH1,Country,7
Country,Music,6
Music,TV,5
TV,MSN,3
MSN,PC,3
PC,TV,2
TV,VCR,3
VCR,Windows-based,13
Windows-based,Recent,13
Recent,Jupiter,7
Jupiter,Europeans,7
Europeans,Microsofts,7
Microsofts,Mike,8
Mike,Coleman,6
Coleman,BBC,7
BBC,News,4
News,Europeans,7
Europeans,Americans,6
Americans,Although,8
Although,Microsofts,9
Microsofts,US,10
US,European,8
European,Various,7
Various,CES,7
CES,January,7
Google,Google,0
Google,Scanned,6
Scanned,Michigan,7
Michigan,Stanford,8
Stanford,Harvard,5
Harvard,Oxford,5
Oxford,New,6
New,York,4
York,Public,6
Public,Library,6
Library,Online,7
Online,Amazon,6
Amazon,Google,6
Google,Susan,6
Susan,Wojcicki,8
Wojcicki,Google,7
Google,Google,0
Google,Michigan,7
Michigan,Users,8
Users,New,4
New,York,4
York,Google,5
Google,Harvard,7
Harvard,Oxford,5
Oxford,Google,6
Google,Century,7
Century,Bodleian,8
Bodleian,Library,8
Library,Oxford,6
Oxford,University,9
University,Google,10
Google,Bodleian,6
Bodleian,Oxfords,8
Oxfords,Reg,7
Reg,Carr,4
Carr,Oxford,5
Oxford,University,9
University,Library,7
Library,Services,8
Services,Paul,8
Paul,LeClerc,6
LeClerc,New,6
New,York,4
York,Public,6
Public,Library,6
Library,John,7
John,Wilkin,5
Wilkin,University,8
University,Michigan,9
Michigan,Google,7
BBC,BBCs,1
BBCs,EastEnders,9
EastEnders,CBBC,10
CBBC,John,4
John,Peel,4
Peel,Harry,5
Harry,Potter,6
Potter,Olympics,8
Olympics,French,7
French,Swiss?,6
Swiss?,James,5
James,Martins,5
Martins,Search,6
Search,Companies,8
Companies,Google,7
Millions,UKs,7
UKs,Around,6
Around,Britons,5
Britons,BT,6
BT,UK,2
UK,Although,8
Although,Britons,7
Britons,BT,6
BT,Optimists,9
Optimists,Adrian,8
Adrian,Hosford,7
Hosford,BT,7
BT,Costs,5
Costs,Mr,5
Mr,Hosford,6
Hosford,Organisations,11
Organisations,BT,13
BT,Mr,2
Mr,Hosford,6
Hosford,Everybody,8
Everybody,Online,9
Online,Britain,6
Britain,Cornwall,6
Cornwall,CVs,7
CVs,Mr,3
Mr,Hosford,6
Hosford,Alliance,8
Alliance,Digital,7
Digital,Inclusion,9
PlayStation,Details,8
Details,Sonys,6
Sonys,PlayStation,10
PlayStation,San,8
San,Francisco,7
Francisco,Monday,8
Monday,Sony,3
Sony,IBM,4
IBM,Toshiba,7
Toshiba,Cell,7
Cell,PlayStation,11
PlayStation,Sony,9
Sony,Cell,4
Cell,Special,5
Special,Sony,6
Sony,E3,4
E3,Los,3
Los,Angeles,6
Angeles,Cell,5
Cell,Kevin,4
Kevin,Krewell,5
Krewell,Microprocessor,12
Microprocessor,Report,12
Report,PlayStation,10
PlayStation,Details,8
Details,International,10
International,Solid,12
Solid,State,4
State,Circuits,7
Circuits,Conference,9
Conference,San,9
San,Francisco,7
Francisco,Cell,9
Cell,IBM,4
IBM,US,3
US,Cell,4
Cell,PS3,4
PS3,May,3
May,Ken,3
Ken,Kutaragi,7
Kutaragi,Sony,8
Sony,PC,4
Reboot,EU,6
EU,European,7
European,Parliament,8
Parliament,European,8
European,Union,6
Union,Legal,5
Legal,Affairs,6
Affairs,Committee,8
Committee,Commission,5
Commission,Computer,7
Computer,Implemented,8
Implemented,Inventions,9
Inventions,Directive,7
Directive,MEPs,9
MEPs,Supporters,9
Supporters,Poland,9
Poland,EU,6
EU,Intense,7
Intense,MEPs,6
MEPs,JURI,4
JURI,Opponents,9
Opponents,EU,9
EU,US,2
US,US-based,6
US-based,Amazoncom,9
Amazoncom,Critics,8
Critics,Europe,7
Europe,This,6
This,Supporters,9
Supporters,EU,10
EU,US,2
Game,Video,4
Video,Bioware,6
Bioware,Knights,7
Knights,Old,7
Old,Republic,7
Republic,Neverwinter,9
Neverwinter,Nights,9
Nights,Canada-based,11
Canada-based,Everyone,11
Everyone,West,7
West,Edmonton,7
Edmonton,Alberta,7
Alberta,Friday,7
Friday,Saturday,5
Saturday,Bioware,8
Bioware,Shauna,7
Shauna,Perry,6
Perry,Biowares,7
Biowares,People,6
People,Hundreds,7
Hundreds,Ms,7
Ms,Perry,5
Bill,Thompson,8
Thompson,UKs,7
UKs,Department,10
Department,Work,9
Work,Pensions,7
Pensions,Senior,4
Senior,EDS,6
EDS,Microsoft,9
Microsoft,Fortunately,10
Fortunately,Although,10
Although,Windows,7
Windows,Windows,0
Windows,XP,7
XP,XP,0
XP,Todays,6
Todays,Godels,3
Godels,Theorem,6
Theorem,BBC,7
BBC,Radio,5
Radio,Today,4
Today,Friday,3
Friday,Friday?,1
Friday?,Parliament,8
Parliament,Tuesday,9
Tuesday,Legionnaires,11
Legionnaires,EDS,12
EDS,Microsoft,9
Microsoft,Anything,9
Anything,Bill,7
Bill,Thompson,8
Thompson,BBC,8
BBC,World,5
World,Service,6
Service,Go,7
Go,Digital,7
Gadget,Las,5
Las,Vegas,3
Vegas,Kirsten,7
Kirsten,Pfeifer,6
Pfeifer,Consumer,6
Consumer,Electronics,11
Electronics,Association,10
Association,BBC,11
BBC,News,4
News,Consumer,7
Consumer,Electronics,11
Electronics,Show,10
Show,HDTVs,5
HDTVs,TVs],3
TVs],Despite,6
Despite,CES,7
CES,CES,0
CES,CEA,1
CEA,Part,4
Part,X-ers,4
X-ers,CEA,5
CEA,Hybrid,6
Hybrid,Stephen,7
Stephen,Baker,6
Baker,NPD,5
NPD,Group,5
Group,MP3,5
MP3,TVs,3
TVs,Microsoft,8
Microsoft,Bill,8
Bill,Gates,5
Gates,Despite,6
Despite,Mr,7
Mr,Gates,5
Gates,US,5
US,TV,2
TV,Xbox,4
Xbox,Another,6
Another,Sonys,6
Sonys,PSP,5
PSP,Sony,4
Sony,March,5
March,US,5
US,Europe,6
Europe,Japan,6
Japan,Christmas,8
Christmas,PSPs,8
PSPs,Sony,4
Sony,BBC,4
BBC,News,4
News,Sony,4
Sony,Elsewhere,9
Elsewhere,Samsungs,9
Samsungs,Industry,8
Industry,DVDs,7
DVDs,DVDs,0
DVDs,Seagates,7
Seagates,CES,8
CES,Las,3
Las,Vegas,3
Vegas,January,6
Slimmer,PlayStation,10
PlayStation,Sony,9
Sony,PlayStation,9
PlayStation,UK,11
UK,Sales,5
Sales,Microsofts,9
Microsofts,Xbox,9
Xbox,Chart-Track,11
Chart-Track,PS2-only,10
PS2-only,Grand,7
Grand,Theft,5
Theft,Auto:,5
Auto:,San,5
San,Andreas,6
Andreas,UK,7
UK,Latest,6
Latest,Sony,6
Sony,Microsoft,8
Microsoft,John,8
John,Houlihan,5
Houlihan,Computerandvideogamescom,20
Computerandvideogamescom,BBC,24
BBC,News,4
News,Halo,4
Halo,Xbox],5
Xbox],Xbox,1
Xbox,Although,7
Although,Xbox,7
Xbox,PS2,4
PS2,Sony,4
Sony,UK,4
UK,Edinburgh-based,15
Edinburgh-based,Rockstar,14
Rockstar,GTA,8
GTA,San,3
San,Andreas,6
Andreas,Harry,6
Harry,Potter,6
Potter,Prisoner,5
Prisoner,Azkaban,8
Azkaban,UK,7
UK,Lord,4
Lord,Rings:,6
Rings:,Return,5
Return,King,6
King,Gangster-themed,13
Gangster-themed,GTA,14
GTA,San,3
San,Andreas,6
Andreas,Grand,6
Grand,Theft,5
Theft,Auto,5
Auto,Vice,4
Vice,City,3
City,Xbox,4
Xbox,Halo,4
Halo,November,8
November,UK,8
UK,Mr,2
Mr,Houlihan,8
Houlihan,Sony,7
Sony,PS2,4
PS2,San,3
San,Andreas,6
Andreas,PS2,7
PS2,Christmas,9
Christmas,Microsofts,7
Microsofts,Xbox,9
Xbox,GTA,4
GTA,San,3
San,Andreas,6
Andreas,Sony,7
Sony,Microsoft,8
Microsoft,Mr,7
Mr,Houlihan,8
Football,Manager,8
Manager,Championship,10
Championship,Manager,10
Manager,Indeed,5
Indeed,CM,6
CM,PCs,2
PCs,However,7
However,Sports,7
Sports,Interactive,9
Interactive,Eidos,11
Eidos,SI,5
SI,Eidos,5
Eidos,CM,5
CM,Eidos,5
Eidos,CM,5
CM,SI,2
SI,Sega,3
Sega,Football,7
Football,Manager,8
Manager,Well,7
Well,Football,6
Football,Manager,8
Manager,CM,7
CM,CM5,1
CM5,Football,8
Football,Manager,8
Manager,FM2005,7
FM2005,Earth,6
Earth,England,6
England,Scotland,4
Scotland,Scottish,4
Scottish,English,5
English,Premiership,8
Premiership,Conference,9
Conference,North,8
North,South,2
South,European,7
European,Abramovichs,9
Abramovichs,Chelsea,11
Chelsea,Barcelona,6
Barcelona,Real,8
Real,Madrid,6
Madrid,AC,6
AC,Milan,5
Milan,Sometimes,8
Sometimes,Europe,8
Europe,Champions,8
Champions,Obviously,8
Obviously,However,9
However,Sports,7
Sports,Interactive,9
Interactive,CM,11
CM,FM2005,5
FM2005,Margate,7
Margate,Premiership,10
Premiership,Spurs,9
Spurs,Europe,5
Europe,Rangers,7
Rangers,FM2005,7
FM2005,Christmas,9
Christmas,Football,8
Football,Manager,8
Manager,PC,7
PC,Mac,3
Broadband,Fast,8
Fast,Britain,6
Britain,UK,7
UK,Demos,5
Demos,UK,5
UK,Demos,5
Demos,One,5
One,John,4
John,Craig,5
Craig,Demos,5
Demos,Demos,0
Demos,Broadband,9
Broadband,Britain:,6
Britain:,End,7
End,Asymmetry?,10
Asymmetry?,AOL,9
AOL,UK,3
UK,Karen,5
Karen,Thomson,6
Thomson,Chief,6
Chief,Executive,8
Executive,AOL,9
AOL,UK,3
UK,According,9
According,Nielsen//NetRatings,16
Nielsen//NetRatings,UK,19
US,Merriam-Webster,15
Merriam-Webster,Merriam-Webster,0
Merriam-Webster,US,15
US,US,0
US,Merriam-Webster,15
Merriam-Webster,Web,12
Web,Merriam-Webster,12
Merriam-Webster,Merriam-Websters,1
Merriam-Websters,However,13
However,Oxford,7
Oxford,English,7
English,Dictionary,9
Dictionary,Oxford,8
Oxford,University,9
University,Press,8
Press,Blogs,4
Blogs,Many,5
Many,US,4
US,US,0
US,Words,5
Words,Blogs,4
Blogs,US,5
US,Speculation,11
Speculation,President,10
President,Bush,8
Bush,Online,6
Online,US,6
US,CBS,2
CBS,President,9
President,Bushs,8
Bushs,Statistics,8
Statistics,HitWise,8
HitWise,One,6
One,According,8
According,Technorati,8
Technorati,Technorati,0
Technorati,According,8
According,US,9
US,Pew,3
Pew,Internet,7
Internet,American,7
American,Life,7
Life,Another,6
Musicians,Musicians,0
Musicians,US,9
US,Pew,3
Pew,Internet,7
Internet,Mary,7
Mary,Madden,4
Madden,Pew,5
Pew,Internet,7
Internet,March,7
March,April,4
April,Ms,5
Ms,Madden,5
Madden,BBC,6
BBC,News,4
News,Britneys,6
Britneys,Almost,8
Almost,Independent,10
Independent,Ms,11
Ms,Madden,5
Madden,Perhaps,7
Perhaps,Recording,7
Recording,Industry,9
Industry,Association,10
Association,America,9
America,US,7
US,However,7
However,Many,7
Many,Ms,3
Ms,Madden,5
Seamen,Crystal,7
Crystal,Harmony,7
Harmony,Gulf,7
Gulf,Mexico,6
Mexico,ID,6
ID,Along,5
Along,Seafarers,9
Seafarers,Identity,9
Identity,Document,8
Document,February,8
February,UN,8
UN,Convention,10
Convention,Seafarers,10
Seafarers,Identity,9
Identity,Documents,8
Documents,June,7
June,Tests,5
Tests,Caribbean,9
Caribbean,Results,9
Results,International,11
International,Labour,11
Labour,Organisation,11
Organisation,November,12
November,Crystal,8
Crystal,Cruises,5
Cruises,Crystal,5
Crystal,Harmony,7
Harmony,Authenti-corp,12
Authenti-corp,US,13
US,ILO,3
ILO,ID,2
ID,Authenti-corps,14
Authenti-corps,CEO,14
CEO,Cynthia,6
Cynthia,Musselman,8
Musselman,BBCs,8
BBCs,Go,4
Go,Digital,7
Digital,French,7
French,Jordanian,7
Jordanian,Nigerian,6
Nigerian,ID,8
ID,Ms,2
Ms,Musselman,7
Mobile,India,5
India,Gaming,5
Gaming,India,5
India,Indian,1
Indian,In-Stat/MDR,8
In-Stat/MDR,October,10
October,Telecom,7
Telecom,Regulatory,7
Regulatory,Authority,8
Authority,India,8
India,Analysts,7
Analysts,India,7
India,Indias,1
Indias,Mobile,5
Mobile,Analysts,8
Analysts,Services,7
Services,India,7
India,Clint,5
Clint,Wheelock,7
Wheelock,In-Stat/MDRs,12
In-Stat/MDRs,Currently,11
Currently,India,8
India,According,7
According,In-Stat/MDR,11
In-Stat/MDR,January,10
January,India,6
India,Many,5
Many,Despite,7
Despite,Less,5
Less,Indias,5
Indias,India,1
India,European,7
China,Google,6
Google,China,6
China,Google,6
Google,News,6
News,Reporters,7
Reporters,Without,8
Without,Borders,7
Borders,Paris-based,9
Paris-based,English-language,12
English-language,Chinese,13
Chinese,Google,6
Google,BBC,6
BBC,News,4
News,China,5
China,Popular,6
Popular,Chinese,7
Chinese,Sinacom,6
Sinacom,Sohucom,3
Sohucom,Google,6
Google,News,6
News,Chinese,6
Chinese,Google,6
Google,Beijing,7
Beijing,China,5
China,Google,6
Google,News,6
News,China,5
China,Google,6
Google,Google,0
Google,News,6
News,Headlines,7
Headlines,China,7
China,Hong,4
Hong,Kong,1
Kong,Google,4
Google,Chinese,6
Chinese,September,7
September,Google,8
Google,China,6
Sony,PSP,4
PSP,US,2
US,March,5
March,US,5
US,Sonys,5
Sonys,PlayStation,10
PlayStation,Portable,8
Portable,March,7
March,Europe,5
Europe,Spider-Man,9
Spider-Man,UMD,9
UMD,Sony,4
Sony,Walkman,7
Walkman,Century,7
Century,Japan,7
Japan,Sony,5
Sony,Nintendo,7
Nintendo,DS,8
DS,Japan,5
Japan,US,5
US,Sony,4
Sony,PSP,4
PSP,Europe,6
Europe,US,6
US,Nintendo,8
Nintendo,DS,8
DS,Europe,6
Europe,March,5
March,Kaz,4
Kaz,Hirai,4
Hirai,Sony,5
Sony,Computer,7
Computer,Entertainment,11
Entertainment,America,10
Solutions,Fake,9
Fake,ID,4
ID,Trust,5
Trust,Almost,4
Almost,RSA,6
RSA,Britons,7
Britons,Security,7
Security,Barry,6
Barry,Beal,4
Beal,Capgemini,8
Capgemini,BBC,9
BBC,News,4
News,Ensuring,8
Ensuring,Many,7
Many,One,3
One,Several,6
Several,Last,7
Last,RSA,4
RSA,Activcard,9
Activcard,RSA,9
RSA,Security,8
Security,RSA,8
RSA,AOL,3
AOL,Users,5
Users,Many,5
Many,Activcards,9
Activcards,UK,10
UK,Steve,5
Steve,Ash,5
Ash,Activcard,8
Activcard,BBC,9
BBC,News,4
News,Mr,4
Mr,Ash,3
Ash,Mr,3
Mr,Ash,3
Ash,Mr,3
Mr,Ash,3
Ash,Mr,3
Mr,Ash,3
Ash,PDA,3
Intel,Intel,0
Intel,Scientists,8
Scientists,Intel,8
Intel,Intel,0
Intel,Dr,5
Dr,Mario,4
Mario,Paniccia,6
Paniccia,Intels,7
Intels,Writing,6
Writing,Nature,6
Nature,Dr,5
Dr,Paniccia,8
Paniccia,Haisheng,7
Haisheng,Rong,6
Rong,Richard,6
Richard,Jones,7
Jones,Ansheng,6
Ansheng,Liu,7
Liu,Oded,4
Oded,Cohen,4
Cohen,Dani,5
Dani,Hak,3
Hak,Alexander,8
Alexander,Fang,7
Fang,Currently,8
Currently,Dr,8
Dr,Paniccia,8
Paniccia,Telecommunications,14
Telecommunications,Dr,18
Dr,Paniccia,8
Paniccia,Dr,8
Dr,Paniccia,8
Paniccia,Intel,7
Intel,Even,4
Even,Semi-conductor,13
Semi-conductor,Dr,13
Dr,Paniccia,8
Spam,Computer,7
Computer,Business,8
Business,Software,8
Software,Alliance,7
Alliance,Mike,6
Mike,Newton,6
Newton,BSA,6
BSA,PCs,3
PCs,Brazilians,9
Brazilians,French,9
French,Britons,6
Britons,William,7
William,Plante,6
Plante,Symantec,4
Metal,Slug,5
Slug,Like,4
Like,Metal,5
Metal,Slug,5
Slug,Halo,4
Halo,Simply,5
Simply,Players,7
Players,Fans,5
Fans,Tanks,2
Tanks,Iraq,5
Iraq,Doling,6
Doling,Metal,6
Metal,Slug,5
Slug,Metal,5
Metal,Slug,5
Slug,Xbox,4
Xbox,Bill,4
Bill,Gates,5
Disney,Sony,4
Sony,DVD,4
DVD,DVD,0
DVD,Sony,4
Sony,Film,4
Film,Disney,5
Disney,DVDs,5
DVDs,Sonys,4
Sonys,Blu-ray,7
Blu-ray,Disc,7
Disc,Toshiba,6
Toshiba,DVD,7
DVD,Blu-ray,7
Blu-ray,Sony,6
Sony,Toshibas,7
Toshibas,HD-DVD,8
HD-DVD,DVDs,4
DVDs,Disney,5
